record_id,platform,segment_scope,period,year,frequency,geography_scope,geography_evidence,transaction_measure,transaction_value,revenue_measure,revenue_value,currency,unit_scale,transaction_status,revenue_status,source_file,source_locator,source_url,reporting_vintage,period_match,scope_match,directness_class,sample_family,canonical_record,admission_status,admission_reason,structural_break,source_dataset,full_pair,positive_denominator,ratio_eligible
OBS-0129,Grab,Mobility plus Deliveries segments,FY2020,2020.0,annual,company/segment scope,not country-specific,GMV/GTV,8700.0,matched platform revenue,443.0,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,Negative 2019 segment revenue makes a ratio non-interpretable; it is retained as a source observation rather than converted into a ratio.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0130,Grab,Mobility plus Deliveries segments,FY2021,2021.0,annual,company/segment scope,not country-specific,GMV/GTV,11317.0,matched platform revenue,604.0,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,Negative 2019 segment revenue makes a ratio non-interpretable; it is retained as a source observation rather than converted into a ratio.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0131,Sea / Shopee,Shopee GMV / e-commerce segment revenue,FY2017,2017.0,annual,company/segment scope,not country-specific,GMV/GTV,4112.9,matched platform revenue,9.034,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,GMV is summed from four directly extracted quarterly observations; revenue is the annual e-commerce segment disclosure.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0132,Sea / Shopee,Shopee GMV / e-commerce segment revenue,FY2018,2018.0,annual,company/segment scope,not country-specific,GMV/GTV,10279.3,matched platform revenue,269.578,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,GMV is summed from four directly extracted quarterly observations; revenue is the annual e-commerce segment disclosure.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0133,Sea / Shopee,Shopee GMV / e-commerce segment revenue,FY2019,2019.0,annual,company/segment scope,not country-specific,GMV/GTV,17576.2,matched platform revenue,834.295,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,GMV is summed from four directly extracted quarterly observations; revenue is the annual e-commerce segment disclosure.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0134,Sea / Shopee,Shopee GMV / e-commerce segment revenue,FY2020,2020.0,annual,company/segment scope,not country-specific,GMV/GTV,35400.0,matched platform revenue,2167.149,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,GMV is summed from four directly extracted quarterly observations; revenue is the annual e-commerce segment disclosure.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0135,Sea / Shopee,Shopee GMV / e-commerce segment revenue,FY2021,2021.0,annual,company/segment scope,not country-specific,GMV/GTV,62600.0,matched platform revenue,5122.959,USD,million,direct company historical extract,direct company historical extract,,,,,yes,yes within stated company/segment scope,direct_pair_company_or_segment,historical_company_segment,True,supporting,GMV is summed from four directly extracted quarterly observations; revenue is the annual e-commerce segment disclosure.,,data/longitudinal/historical_within_platform_ratios.csv,True,True,True
OBS-0136,Grab,company historical restatement / scope-matched On-Demand GMV and Mobility+Deliveries revenue,FY2022,2022.0,annual,company/segment scope,not country-specific,GMV/GTV,14.113,matched revenue,1.367,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0137,Grab,company historical restatement / scope-matched On-Demand GMV and Mobility+Deliveries revenue,FY2023,2023.0,annual,company/segment scope,not country-specific,GMV/GTV,15.785,matched revenue,2.181,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0138,Grab,sum of clean contemporaneous quarter inputs,FY2024,2024.0,annual,company/segment scope,not country-specific,GMV/GTV,18.363,matched revenue,2.54,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,Prefer later company-restated FY comparable figures if independently verified before final Table 3C.,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0139,Grab,sum of clean contemporaneous quarter inputs,FY2025,2025.0,annual,company/segment scope,not country-specific,GMV/GTV,22.139,matched revenue,3.019,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,Prefer later company-restated FY comparable figures if independently verified before final Table 3C.,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0140,Sea,scope-matched FY Shopee GMV / Shopee revenue,FY2022,2022.0,annual,company/segment scope,not country-specific,GMV/GTV,73.5,matched revenue,7.3,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0141,Sea,scope-matched FY Shopee GMV / Shopee revenue,FY2023,2023.0,annual,company/segment scope,not country-specific,GMV/GTV,78.5,matched revenue,9.0,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0142,Sea,scope-matched FY Shopee GMV / Shopee revenue,FY2024,2024.0,annual,company/segment scope,not country-specific,GMV/GTV,100.5,matched revenue,12.4,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0143,Sea,scope-matched FY Shopee GMV / Shopee revenue,FY2025,2025.0,annual,company/segment scope,not country-specific,GMV/GTV,127.4,matched revenue,16.6,USD,billions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0144,GoTo,FY actual,FY2022,2022.0,annual,company/segment scope,not country-specific,GMV/GTV,613.362,matched revenue,11.349,IDR,trillions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,Early monetization/revenue-recognition regime; interpret with caution,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0145,GoTo,FY actual / later comparable disclosure,FY2023,2023.0,annual,company/segment scope,not country-specific,GMV/GTV,607.361,matched revenue,14.785,IDR,trillions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0146,GoTo,FY actual,FY2024,2024.0,annual,company/segment scope,not country-specific,GMV/GTV,538.2,matched revenue,15.894,IDR,trillions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,Tokopedia deconsolidation structural break; do not silently compare as continuous,Tokopedia deconsolidation,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0147,GoTo,FY pro-forma comparable,FY2024,2024.0,annual,company/segment scope,not country-specific,GMV/GTV,519.784,matched revenue,14.753,IDR,trillions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,False,supporting_preliminary,"Alternative 2024 basis; label separately, never mix with actual",Tokopedia deconsolidation,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0148,GoTo,FY actual,FY2025,2025.0,annual,company/segment scope,not country-specific,GMV/GTV,685.649,matched revenue,18.322,IDR,trillions,reported/reconstructed from issuer annual inputs,reported/reconstructed from issuer annual inputs,,,,,yes,as documented; structural breaks retained,company_annual_pair_reconstructed,recent_company_annual,True,supporting_preliminary,,Tokopedia deconsolidation,data/longitudinal/annual_extension_panel_preliminary.csv,True,True,True
OBS-0149,GoTo,contemporaneous clean event input,2022Q2,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,150.537,matched revenue,1.903,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/goto_q2_2022_pr.pdf,reconciled source document,,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Q2 net revenue precision should be primary-source rechecked before final manuscript lock,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0150,GoTo,contemporaneous clean event input,2022Q3,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,160.941,matched revenue,4.569,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2022Q3_primary_results_release.pdf,reconciled source document,https://content.goinfra.co.id/asts/Press%20Release%20-%20GoTo%20Group%20Reports%20Third%20Quarter%202022%20Financial%20Results_Bilingual.pdf,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0151,GoTo,contemporaneous clean event input,2022Q4,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,161.924,matched revenue,3.38,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2022Q4_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/FINAL_2023.03.20_4Q22%20Earnings%20Presentation%20vSentB.pdf,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0152,GoTo,contemporaneous clean event input,2023Q1,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,148.538,matched revenue,3.332,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2023Q1_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/1Q23%20Earnings%20Presentation%20PT%20GoTo%20Gojek%20Tokopedia%20Tbk%20%281%29.pdf,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0153,GoTo,contemporaneous clean event input,2023Q2,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,143.739,matched revenue,3.552,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2023Q2_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/2Q23%20Earnings%20Presentation%20PT%20GoTo%20Gojek%20Tokopedia%20Tbk.pdf,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0154,GoTo,contemporaneous clean event input,2023Q3,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,151.25,matched revenue,3.627,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2023Q3_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/3Q23%20Earnings%20Presentation%20PT%20GoTo%20Gojek%20Tokopedia%20Tbk.pdf,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Contemporaneous GTV; later comparative disclosure restated this to ~151.494,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0155,GoTo,contemporaneous clean event input,2023Q4,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,163.0,matched revenue,4.274,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2023Q4_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/%5BFinal%5D%202024.03.19_4Q23%20Earnings%20Presentation.pdf,,yes,2022-2023 pre-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0156,GoTo,contemporaneous clean event input,2024Q1,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,116.506,matched revenue,3.078,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2024Q1_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/QuarterlyReport/GOTO%201Q24%20Earnings%20Presentation.pdf,,yes,2024 rows are post-Tokopedia-deconsolidation and may use disclosed comparable/pro-forma group information; do not pool mechanically with pre-2024 rows,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Post-Tokopedia deconsolidation structural break; event ratio uses comparable/pro-forma basis,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0157,GoTo,contemporaneous clean event input,2024Q2,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,121.451,matched revenue,3.518,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2024Q2_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/2024-07-30/2Q24%20Earnings%20Presentation%20PT%20GoTo%20Gojek%20Tokopedia%20Tbk.pdf,,yes,2024 rows are post-Tokopedia-deconsolidation and may use disclosed comparable/pro-forma group information; do not pool mechanically with pre-2024 rows,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Post-Tokopedia deconsolidation structural break; comparable/pro-forma basis,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0158,GoTo,contemporaneous clean event input,2024Q3,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,137.363,matched revenue,3.926,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2024Q3_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/2024-10-30/3Q24%20Earnings%20Presentation%20PT%20GoTo%20Gojek%20Tokopedia%20Tbk.pdf,,yes,2024 rows are post-Tokopedia-deconsolidation and may use disclosed comparable/pro-forma group information; do not pool mechanically with pre-2024 rows,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Post-Tokopedia deconsolidation structural break; comparable/pro-forma basis,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0159,GoTo,contemporaneous clean event input,2024Q4,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,144.464,matched revenue,4.231,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2024Q4_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/QuarterlyReport/%5BFINAL%5D%202025.03.12_4Q24%20%26%20FY24%20Earnings%20Presentation.pdf,,yes,2024 rows are post-Tokopedia-deconsolidation and may use disclosed comparable/pro-forma group information; do not pool mechanically with pre-2024 rows,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Post-Tokopedia deconsolidation structural break; comparable/pro-forma basis,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0160,GoTo,contemporaneous clean event input,2025Q1,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,144.56,matched revenue,4.231,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2025Q1_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/FinancialInformation/GOTO%201Q25%20Earnings%20Presentation.pdf,,yes,post-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0161,GoTo,contemporaneous clean event input,2025Q2,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,152.873,matched revenue,4.328,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2025Q2_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/FinancialInformation/2025-08-13/GOTO%202Q25%20Earnings%20Presentation.pdf,,yes,post-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0162,GoTo,contemporaneous clean event input,2025Q3,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,176.484,matched revenue,4.736,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2025Q3_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/FinancialInformation/2025-10-29/GOTO%203Q25%20Earnings%20Presentation.pdf,,yes,post-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0163,GoTo,contemporaneous clean event input,2025Q4,2025.0,quarterly,company/segment scope,not country-specific,GMV/GTV,211.732,matched revenue,5.027,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2025Q4_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/FinancialInformation/2026-03-11/GOTO%20Q4%20FY25%20Earnings%20Presentation.pdf,,yes,post-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0164,GoTo,contemporaneous clean event input,2026Q1,2026.0,quarterly,company/segment scope,not country-specific,GMV/GTV,236.316,matched revenue,5.341,IDR,trillions,reported Group GTV (basis must be read from the individual release),reported Group net revenue (basis must be read from the individual release),01_RAW_SOURCES/quarterly_releases/GOTO_2026Q1_primary_presentation.pdf,reconciled source document,https://content.goinfra.co.id/asts/InvestorRelation/FinancialInformation/2026-04-28/GOTO%201Q26%20Earnings%20Presentation.pdf,,yes,post-deconsolidation Group reporting; geography is Group rather than Indonesia-only,reported Group-level fields; exact actual/pro-forma label remains a row-by-row extraction check,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0165,Grab,contemporaneous clean event input,2022Q1,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,3396.0,matched revenue,203.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2022Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000119312522154516/d480353dex991.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0166,Grab,contemporaneous clean event input,2022Q2,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,3511.0,matched revenue,295.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2022Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000119312522229152/d387827dex991.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0167,Grab,contemporaneous clean event input,2022Q3,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,3525.0,matched revenue,347.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2022Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000119312522286220/d420282dex991.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0168,Grab,contemporaneous clean event input,2022Q4,2022.0,quarterly,company/segment scope,not country-specific,GMV/GTV,3499.0,matched revenue,457.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2022Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000119312523045533/d449524dex991.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,Deliveries business-model/revenue-recognition break caveat,reporting/scope caveat,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0169,Grab,contemporaneous clean event input,2023Q1,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,3562.0,matched revenue,469.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2023Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000095017023022877/ck0001855612-ex99_1.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0170,Grab,contemporaneous clean event input,2023Q2,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,3893.0,matched revenue,500.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2023Q2_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000095017023044020/ck0001855612-ex99_1.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0171,Grab,contemporaneous clean event input,2023Q3,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,4015.0,matched revenue,537.0,USD,millions,Mobility GMV + Deliveries GMV from the same release,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2023Q3_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000095017023061499/ck0001855612-ex99_1.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,both panel fields mechanically summed from reported segment values,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0172,Grab,contemporaneous clean event input,2023Q4,2023.0,quarterly,company/segment scope,not country-specific,GMV/GTV,4122.0,matched revenue,558.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2023Q4_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000095017024018412/ck0001855612-ex99_1.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
OBS-0173,Grab,contemporaneous clean event input,2024Q1,2024.0,quarterly,company/segment scope,not country-specific,GMV/GTV,4242.0,matched revenue,597.0,USD,millions,reported On-Demand GMV; issuer presents this as the combined operating scope,Mobility revenue + Deliveries revenue from the same release,01_RAW_SOURCES/quarterly_releases/GRAB_2024Q1_sec_primary_exhibit.html,reconciled source document,https://www.sec.gov/Archives/edgar/data/1855612/000095017024060727/ck0001855612-ex99_1.htm,,yes,2022Q4 revenue-recognition/business-model change is an existing break flag; do not treat the time series as definition-invariant,GMV directly reported at On-Demand scope; revenue mechanically summed from reported segments,quarterly_company_accounting,True,supporting_source_reconciled_inventory,,,data/quarterly/quarterly_panel_source_coverage.csv,True,True,True
